,X1_2_3_4,X1_2,X2_3,X3_4,X1_2_3,X2_3_4,cow_id,quarter,,first_date,first_visit,first_farm,first_order,first_path_1,first_path1_IMI,first_path_2,first_path2_IMI,first_path_3,first_path3_IMI,first_path_4,first_path4_IMI,first_quarter_code,first_isolate_1,first_isolate_2,first_isolate_3,first_isolate_4,first_clinical,first_blind,first_teatinj,first_pstmilking,first_mixed_inf_series,first_dup_not_collected,first_IMI_series,first_hygiene_1,first_hygiene_2,first_cc_1,first_cc_2,first_cc_3,first_scc,first_scc_eq_above_200k,first_scc_eq_above_100k,first_contam,first_contam_comment,first_uniqueID,second_date,second_visit,second_farm,second_order,second_path_1,second_path1_IMI,second_path_2,second_path2_IMI,second_path_3,second_path3_IMI,second_path_4,second_path4_IMI,second_quarter_code,second_isolate_1,second_isolate_2,second_isolate_3,second_isolate_4,second_clinical,second_blind,second_teatinj,second_pstmilking,second_mixed_inf_series,second_dup_not_collected,second_IMI_series,second_hygiene_1,second_hygiene_2,second_cc_1,second_cc_2,second_cc_3, second_scc ,second_scc_eq_above_200k,second_scc_eq_above_100k,second_contam,second_contam_comment,second_uniqueID,third_date,third_visit,third_farm,third_order,third_path_1,third_path1_IMI,third_path_2,third_path2_IMI,third_path_3,third_path3_IMI,third_path_4,third_path4_IMI,third_quarter_code,third_isolate_1,third_isolate_2,third_isolate_3,third_isolate_4,third_clinical,third_blind,third_teatinj,third_pstmilking,third_mixed_inf_series,third_dup_not_collected,third_IMI_series,third_hygiene_1,third_hygiene_2,third_cc_1,third_cc_2,third_cc_3,third_scc,third_scc_eq_above_200k,third_scc_eq_above_100k,third_contam,third_contam_comment,third_uniqueID,fourth_date,fourth_visit,fourth_farm,fourth_order,fourth_path_1,fourth_path1_IMI,fourth_path_2,fourth_path2_IMI,fourth_path_3,fourth_path3_IMI,fourth_path_4,fourth_path4_IMI,fourth_quarter_code,fourth_isolate_1,fourth_isolate_2,fourth_isolate_3,fourth_isolate_4,fourth_clinical,fourth_blind,fourth_teatinj,fourth_pstmilking,fourth_mixed_inf_series,fourth_dup_not_collected,fourth_IMI_series,fourth_hygiene_1,fourth_hygiene_2,fourth_cc_1,fourth_cc_2,fourth_cc_3,fourth_scc,fourth_contam,fourth_contam_comment,fourth_uniqueID
36,,,,,y,,nazareth_Butterworks,RF,nazareth_Butterworks_RF,1.2.2020,first,Butterworks,17,cns,yes2,,,,,,,2,BW024,,,,,,,,no,,yes,NA,NA,NA,NA,NA,260000,y,y,,,nazareth_Butterworks_RF,2.4.2020,second,Butterworks,19,cns,yes2,,,NA,NA,NA,NA,2,BW088,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"440,000",y,y,,,nazareth_Butterworks_RF,3.3.2020,third,Butterworks,17,cns,yes2,,,,,,,2,BW135,,,,,,,,no,,yes,NA,NA,NA,NA,NA,160000,n,y,,,nazareth_Butterworks_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nazareth_Butterworks_RF_fourth
25,,,,,y,,733_BJ,LF,733_BJ_LF,12.17.2019,first,BJ,15,cns,yes2,,,,,,,2,BJ012,,,,,,,,no,,yes,NA,NA,NA,NA,NA,286000,y,y,,,733_BJ_LF,1.29.2020,second,BJ,19,cns,yes2,,,NA,NA,NA,NA,2,BJ044,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"42,000",n,n,,,733_BJ_LF,2.26.2020,third,BJ,21,cns,yes2,,,,,,,2,BJ072,,,,,,,,no,,yes,NA,NA,NA,NA,NA,170000,n,y,,,733_BJ_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733_BJ_LF_fourth
18,,,,,y,,jitterbug_Lynd,RH,jitterbug_Lynd_RH,12.19.2019,first,Lynd,11,cns,yes2,,,,,,,2,LF014,,,,,,,,no,,yes,NA,NA,NA,NA,NA,40000,n,n,,,jitterbug_Lynd_RH,1.30.2020,second,Lynd,21,cns,yes2,,,NA,NA,NA,NA,2,LF075,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"120,000",n,y,,,jitterbug_Lynd_RH,3.5.2020,third,Lynd,1,cns,yes1,,,,,,,1,LF090,,,,,,,,no,,yes,NA,NA,NA,NA,NA,170000,n,y,,,jitterbug_Lynd_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jitterbug_Lynd_RH_fourth
95,,,,,y,,pledge_Swallowdale,RH,pledge_Swallowdale_RH,12.13.2019,first,Swallowdale,1,cns,yes2,,,,,,,2,SW003,,,,,,,,no,,yes,NA,NA,NA,NA,NA,59000,n,n,,,pledge_Swallowdale_RH,1.22.2020,second,Swallowdale,32,cns,yes2,,,NA,NA,NA,NA,2,SW088,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"84,000",n,n,,,pledge_Swallowdale_RH,2.28.2020,third,Swallowdale,11,cns,yes2,,,,,,,2,SW102,,,,,,,,no,,yes,NA,NA,NA,NA,NA,180000,n,y,,,pledge_Swallowdale_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pledge_Swallowdale_RH_fourth
52,,,,,y,,krone_Lynd,RH,krone_Lynd_RH,12.19.2019,first,Lynd,27,cns,yes2,,,,,,,2,LF033,,,,,,,,no,,yes,NA,NA,NA,NA,NA,71000,n,n,,,krone_Lynd_RH,1.30.2020,second,Lynd,18,cns,yes2,,,NA,NA,NA,NA,2,LF070,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"160,000",n,y,,,krone_Lynd_RH,3.5.2020,third,Lynd,15,cns,yes2,,,,,,,2,LF108,,,,,,,,no,,yes,NA,NA,NA,NA,NA,180000,n,y,,,krone_Lynd_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,krone_Lynd_RH_fourth
19,,,,,y,,gift379_Paddlebridge,RF,gift379_Paddlebridge_RF,1.17.2020,first,Paddlebridge,30,cns,yes2,,,,,,,2,PB024,,,,,,,,no,,yes,NA,NA,NA,NA,NA,190000,n,y,,,gift379_Paddlebridge_RF,2.21.2020,second,Paddlebridge,28,cns,yes2,,,NA,NA,NA,NA,2,PB055,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"180,000",n,y,,,gift379_Paddlebridge_RF,3.20.2020,third,Paddlebridge,28,cns,yes1,,,,,,,1,PB092,,,,,,,,no,,yes,NA,NA,NA,NA,NA,180000,n,y,,,gift379_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gift379_Paddlebridge_RF_fourth
89,,,,,y,,marshmellow_Swallowdale,LF,marshmellow_Swallowdale_LF,12.13.2019,first,Swallowdale,27,cns,yes2,,,,,,,2,SW044,,,,,,,,no,,yes,NA,NA,NA,NA,NA,61000,n,n,,,marshmellow_Swallowdale_LF,1.22.2020,second,Swallowdale,8,cns,yes2,,,NA,NA,NA,NA,2,SW066,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"220,000",y,y,,,marshmellow_Swallowdale_LF,2.28.2020,third,Swallowdale,21,cns,yes2,,,,,,,2,SW116,,,,,,,,no,,yes,NA,NA,NA,NA,NA,180000,n,y,,,marshmellow_Swallowdale_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marshmellow_Swallowdale_LF_fourth
97,,,,,y,,ardetta_vonTrapp,RF,ardetta_vonTrapp_RF,1.6.2020,first,vonTrapp,25,cns,yes2,,,,,,,2,VT027,,,,,,,,no,,yes,NA,NA,NA,NA,NA,60000,n,n,,,ardetta_vonTrapp_RF,2.12.2020,second,vonTrapp,24,cns,yes2,,,NA,NA,NA,NA,2,VT054,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"72,000",n,n,,,ardetta_vonTrapp_RF,3.10.2020,third,vonTrapp,25,cns,yes2,,,,,,,2,VT094,,,,,,,,no,,yes,NA,NA,NA,NA,NA,200000,y,y,,,ardetta_vonTrapp_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ardetta_vonTrapp_RF_fourth
47,,,,,y,,chaloopa_Lynd,LH,chaloopa_Lynd_LH,12.19.2019,first,Lynd,9,cns,yes2,,,,,,,2,LF008,,,,,,,,no,,yes,NA,NA,NA,NA,NA,231000,y,y,,,chaloopa_Lynd_LH,1.30.2020,second,Lynd,16,cns,yes2,,,NA,NA,NA,NA,2,LF065,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"240,000",y,y,,,chaloopa_Lynd_LH,3.5.2020,third,Lynd,3,cns,yes2,,,,,,,2,LF092,,,,,,,,no,,yes,NA,NA,NA,NA,NA,220000,y,y,,,chaloopa_Lynd_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chaloopa_Lynd_LH_fourth
23,,,,,y,,720_BJ,RH,720_BJ_RH,12.17.2019,first,BJ,10,cns,yes2,,,,,,,2,BJ011,,,,,,,,no,,yes,NA,NA,NA,NA,NA,74000,n,n,,,720_BJ_RH,1.29.2020,second,BJ,7,cns,yes2,,,NA,NA,NA,NA,2,BJ033,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"64,000",n,n,,,720_BJ_RH,2.26.2020,third,BJ,12,cns,yes2,,,,,,,2,BJ061,,,,,,,,no,,yes,NA,NA,NA,NA,NA,230000,y,y,,,720_BJ_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720_BJ_RH_fourth
50,,,,,y,,kowabunga_Lynd,LF,kowabunga_Lynd_LF,12.19.2019,first,Lynd,13,cns,yes2,,,,,,,2,LF016,,,,,,,,no,,yes,NA,NA,NA,NA,NA,15000,n,n,,,kowabunga_Lynd_LF,1.30.2020,second,Lynd,14,cns,yes2,,,NA,NA,NA,NA,2,LF063,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"74,000",n,n,,,kowabunga_Lynd_LF,3.5.2020,third,Lynd,5,cns,yes2,,,,,,,2,LF095,,,,,,,,no,,yes,NA,NA,NA,NA,NA,230000,y,y,,,kowabunga_Lynd_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kowabunga_Lynd_LF_fourth
49,,,,,y,,klondike_Lynd,RF,klondike_Lynd_RF,12.19.2019,first,Lynd,5,cns,yes2,,,,,,,2,LF006,,,,,,,,no,,yes,NA,NA,NA,NA,NA,90000,n,n,,,klondike_Lynd_RF,1.30.2020,second,Lynd,5,cns,yes2,cns,other18,NA,NA,NA,NA,2,LF051,LF052,NA,NA,NA,NA,,NA,tbd,NA,yes,NA,NA,NA,NA,NA,"83,000",n,n,,,klondike_Lynd_RF,3.5.2020,third,Lynd,9,cns,yes2,,,,,,,2,LF100,,,,,,,,no,,yes,NA,NA,NA,NA,NA,230000,y,y,,,klondike_Lynd_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,klondike_Lynd_RF_fourth
59,,,,,y,,webster_Lynd,RF,webster_Lynd_RF,12.19.2019,first,Lynd,6,cns,yes2,,,,,,,2,LF007,,,,,,,,no,,yes,NA,NA,NA,NA,NA,187000,n,y,,,webster_Lynd_RF,1.30.2020,second,Lynd,19,cns,yes2,,,NA,NA,NA,NA,2,LF072,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"140,000",n,y,,,webster_Lynd_RF,3.5.2020,third,Lynd,19,cns,yes2,,,,,,,2,LF112,,,,,,,,no,,yes,NA,NA,NA,NA,NA,240000,y,y,,,webster_Lynd_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,webster_Lynd_RF_fourth
4,,,,,y,,165_Glennview,RF,165_Glennview_RF,1.14.2020,first,Glennview,6,cns,yes1,,,,,,,1,GV011,,,,,,,,no,,yes,NA,NA,NA,NA,NA,97000,n,n,,,165_Glennview_RF,2.19.2020,second,Glennview,23,cns,yes2,,,NA,NA,NA,NA,2,GV081,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"220,000",y,y,,,165_Glennview_RF,3.19.2020,third,Glennview,8,cns,yes2,cns,other18,,,,,2,GV115,GV160,,,,,,,tbd,,yes,NA,NA,NA,NA,NA,240000,y,y,,,165_Glennview_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165_Glennview_RF_fourth
83,,,,,y,,saige313_Paddlebridge,RH,saige313_Paddlebridge_RH,1.17.2020,first,Paddlebridge,27,cns,yes2,,,,,,,2,PB020,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3000000,y,y,,,saige313_Paddlebridge_RH,2.21.2020,second,Paddlebridge,33,cns,yes2,,,NA,NA,NA,NA,2,PB057,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"530,000",y,y,,,saige313_Paddlebridge_RH,3.20.2020,third,Paddlebridge,33,cns,yes2,,,,,,,2,PB099,,,,,,,,no,,yes,NA,NA,NA,NA,NA,250000,y,y,,,saige313_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,saige313_Paddlebridge_RH_fourth
67,,,,,y,,racer_OughtaBe,LH,racer_OughtaBe_LH,1.3.2020,first,OughtaBe,11,cns,yes2,,,,,,,2,OB014,,,,,,,,no,,yes,NA,NA,NA,NA,NA,370000,y,y,,,racer_OughtaBe_LH,2.14.2020,second,OughtaBe,13,cns,yes2,,,NA,NA,NA,NA,2,OB069,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"630,000",y,y,,,racer_OughtaBe_LH,3.12.2020,third,OughtaBe,13,cns,yes2,,,,,,,2,OB129,,,,,,,,no,,yes,NA,NA,NA,NA,NA,250000,y,y,,,racer_OughtaBe_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,racer_OughtaBe_LH_fourth
90,,,,,y,,marshmellow_Swallowdale,RF,marshmellow_Swallowdale_RF,12.13.2019,first,Swallowdale,27,cns,yes2,,,,,,,2,SW046,,,,,,,,no,,yes,NA,NA,NA,NA,NA,98000,n,n,,,marshmellow_Swallowdale_RF,1.22.2020,second,Swallowdale,8,cns,yes2,,,NA,NA,NA,NA,2,SW069,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"150,000",n,y,,,marshmellow_Swallowdale_RF,2.28.2020,third,Swallowdale,21,cns,yes2,,,,,,,2,SW118,,,,,,,,no,,yes,NA,NA,NA,NA,NA,270000,y,y,,,marshmellow_Swallowdale_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marshmellow_Swallowdale_RF_fourth
106,,,,,y,,lilac_vonTrapp,LF,lilac_vonTrapp_LF,1.6.2020,first,vonTrapp,23,cns,yes2,,,,,,,2,VT024,,,,,,,,no,,yes,NA,NA,NA,NA,NA,140000,n,y,,,lilac_vonTrapp_LF,2.12.2020,second,vonTrapp,25,cns,yes2,,,NA,NA,NA,NA,2,VT055,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"86,000",n,n,,,lilac_vonTrapp_LF,3.10.2020,third,vonTrapp,26,cns,yes2,,,,,,,2,VT095,,,,,,,,no,,yes,NA,NA,NA,NA,NA,290000,y,y,,,lilac_vonTrapp_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lilac_vonTrapp_LF_fourth
35,,,,,y,,nazareth_Butterworks,LF,nazareth_Butterworks_LF,1.2.2020,first,Butterworks,17,cns,yes2,,,,,,,2,BW022,,,,,,,,no,,yes,NA,NA,NA,NA,NA,55000,n,n,,,nazareth_Butterworks_LF,2.4.2020,second,Butterworks,19,cns,yes2,,,NA,NA,NA,NA,2,BW087,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"240,000",y,y,,,nazareth_Butterworks_LF,3.3.2020,third,Butterworks,17,cns,yes2,,,,,,,2,BW134,,,,,,,,no,,yes,NA,NA,NA,NA,NA,300000,y,y,,,nazareth_Butterworks_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nazareth_Butterworks_LF_fourth
28,,,,,y,,avocado_Butterworks,RH,avocado_Butterworks_RH,1.2.2020,first,Butterworks,22,cns,yes2,,,,,,,2,BW039,,,,,,,,no,,yes,NA,NA,NA,NA,NA,78000,n,n,,,avocado_Butterworks_RH,2.4.2020,second,Butterworks,21,cns,yes2,,,NA,NA,NA,NA,2,BW093,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"1,300,000",y,y,,,avocado_Butterworks_RH,3.3.2020,third,Butterworks,21,cns,yes2,,,,,,,2,BW142,,,,,,,,no,,yes,NA,NA,NA,NA,NA,300000,y,y,,,avocado_Butterworks_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,avocado_Butterworks_RH_fourth
48,,,,,y,,chaloopa_Lynd,RH,chaloopa_Lynd_RH,12.19.2019,first,Lynd,9,cns,yes2,,,,,,,2,LF010,,,,,,,,no,,yes,NA,NA,NA,NA,NA,169000,n,y,,,chaloopa_Lynd_RH,1.30.2020,second,Lynd,16,cns,yes2,,,NA,NA,NA,NA,2,LF067,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"100,000",n,y,,,chaloopa_Lynd_RH,3.5.2020,third,Lynd,3,cns,yes2,,,,,,,2,LF094,,,,,,,,no,,yes,NA,NA,NA,NA,NA,320000,y,y,,,chaloopa_Lynd_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chaloopa_Lynd_RH_fourth
82,,,,,y,,saige313_Paddlebridge,LF,saige313_Paddlebridge_LF,1.17.2020,first,Paddlebridge,27,cns,yes2,,,,,,,2,PB019,,,,,,,,no,,yes,NA,NA,NA,NA,NA,570000,y,y,,,saige313_Paddlebridge_LF,2.21.2020,second,Paddlebridge,33,cns,yes2,,,NA,NA,NA,NA,2,PB056,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"480,000",y,y,,,saige313_Paddlebridge_LF,3.20.2020,third,Paddlebridge,33,cns,yes2,,,,,,,2,PB098,,,,,,,,no,,yes,NA,NA,NA,NA,NA,320000,y,y,,,saige313_Paddlebridge_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,saige313_Paddlebridge_LF_fourth
93,,,,,y,,pledge_Swallowdale,LF,pledge_Swallowdale_LF,12.13.2019,first,Swallowdale,1,cns,yes2,,,,,,,2,SW002,,,,,,,,no,,yes,NA,NA,NA,NA,NA,87000,n,n,,,pledge_Swallowdale_LF,1.22.2020,second,Swallowdale,32,cns,yes2,,,NA,NA,NA,NA,2,SW087,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"230,000",y,y,,,pledge_Swallowdale_LF,2.28.2020,third,Swallowdale,11,cns,yes2,,,,,,,2,SW101,,,,,,,,no,,yes,NA,NA,NA,NA,NA,410000,y,y,,,pledge_Swallowdale_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pledge_Swallowdale_LF_fourth
61,,,,,y,,alf_OughtaBe,RF,alf_OughtaBe_RF,1.3.2020,first,OughtaBe,24,cns,yes2,,,,,,,2,OB033,,,,,,,,no,,yes,NA,NA,NA,NA,NA,450000,y,y,,,alf_OughtaBe_RF,2.14.2020,second,OughtaBe,24,cns,yes2,,,NA,NA,NA,NA,2,OB091,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"1,000,000",y,y,,,alf_OughtaBe_RF,3.12.2020,third,OughtaBe,22,cns,yes2,,,,,,,2,OB148,,,,,,,,no,,yes,NA,NA,NA,NA,NA,410000,y,y,,,alf_OughtaBe_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alf_OughtaBe_RF_fourth
98,,,,,y,,clara_vonTrapp,RH,clara_vonTrapp_RH,1.6.2020,first,vonTrapp,9,cns,yes2,,,,,,,2,VT009,,,,,,,,no,,yes,NA,NA,NA,NA,NA,290000,y,y,,,clara_vonTrapp_RH,2.12.2020,second,vonTrapp,13,cns,yes2,,,NA,NA,NA,NA,2,VT044,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"160,000",n,y,,,clara_vonTrapp_RH,3.10.2020,third,vonTrapp,13,cns,yes2,,,,,,,2,VT078,,,,,,,,no,,yes,NA,NA,NA,NA,NA,420000,y,y,,,clara_vonTrapp_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clara_vonTrapp_RH_fourth
94,,,,,y,,pledge_Swallowdale,RF,pledge_Swallowdale_RF,12.13.2019,first,Swallowdale,1,cns,yes2,,,,,,,2,SW004,,,,,,,,no,,yes,NA,NA,NA,NA,NA,172000,n,y,,,pledge_Swallowdale_RF,1.22.2020,second,Swallowdale,32,cns,yes2,,,NA,NA,NA,NA,2,SW089,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"140,000",n,y,,,pledge_Swallowdale_RF,2.28.2020,third,Swallowdale,11,cns,yes2,,,,,,,2,SW103,,,,,,,,no,,yes,NA,NA,NA,NA,NA,440000,y,y,,,pledge_Swallowdale_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pledge_Swallowdale_RF_fourth
96,,,,,y,,quantum_Swallowdale,LF,quantum_Swallowdale_LF,12.13.2019,first,Swallowdale,14,cns,yes2,,,,,,,2,SW026,,,,,,,,no,,yes,NA,NA,NA,NA,NA,15000,n,n,,,quantum_Swallowdale_LF,1.22.2020,second,Swallowdale,15,cns,yes2,,,NA,NA,NA,NA,2,SW074,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"52,000",n,n,,,quantum_Swallowdale_LF,2.28.2020,third,Swallowdale,3,cns,yes2,,,,,,,2,SW093,,,,,,,yes,no,,yes,NA,NA,NA,NA,NA,480000,y,y,,,quantum_Swallowdale_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quantum_Swallowdale_LF_fourth
92,,,,,y,,pasta_Swallowdale,LF,pasta_Swallowdale_LF,12.13.2019,first,Swallowdale,21,cns,yes2,,,,,,,2,SW039,,,,,,,,no,,yes,NA,NA,NA,NA,NA,78000,n,n,,,pasta_Swallowdale_LF,1.22.2020,second,Swallowdale,20,cns,yes2,,,NA,NA,NA,NA,2,SW076,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"83,000",n,n,,,pasta_Swallowdale_LF,2.28.2020,third,Swallowdale,4,cns,yes2,,,,,,,2,SW094,,,,,,,,no,,yes,NA,NA,NA,NA,NA,500000,y,y,,,pasta_Swallowdale_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasta_Swallowdale_LF_fourth
11,,,,,y,,martina_Lynd,LH,martina_Lynd_LH,12.19.2019,first,Lynd,35,cns,yes2,,,,,,,2,LF040,,,,,,,,no,,yes,NA,NA,NA,NA,NA,168000,n,y,,,martina_Lynd_LH,1.30.2020,second,Lynd,33,cns,yes1,,,NA,NA,NA,NA,1,LF085,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"600,000",y,y,,,martina_Lynd_LH,3.5.2020,third,Lynd,16,cns,yes2,,,,,,,2,LF110,,,,,,,,no,,yes,NA,NA,NA,NA,NA,500000,y,y,,,martina_Lynd_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,martina_Lynd_LH_fourth
