,date,visit,farm,order,cow_id,quarter,path_1,path1_IMI,path_2,path2_IMI,path_3,path3_IMI,path_4,path4_IMI,quarter_code,isolate_1,isolate_2,isolate_3,isolate_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,IMI_series,hygiene_1,hygiene_2,cc_1,cc_2,cc_3,scc,contam,contam_comment,uniqueID,,scc_div_100k,ls,ls_no_neg
1486,2.19.2020,second,Glennview,27,169,LF,cns,yes1,,,,,,,1,GV085,,,,,,,,no,,yes,NA,NA,NA,NA,NA,10000,,,169_LF_second,,0.1,-0.321928095,0
1750,2.14.2020,second,OughtaBe,2,aloha,RH,cns,yes1,,,,,,,1,OB057,,,,,,,,no,,yes,NA,NA,NA,NA,NA,10000,,,aloha_RH_second,,0.1,-0.321928095,0
2610,2.26.2020,third,BJ,21,733,LH,cns,yes2,,,,,,,2,BJ071,,,,,,,,no,,yes,NA,NA,NA,NA,NA,10000,,,733_LH_third,,0.1,-0.321928095,0
241,3.3.2020,third,Butterworks,10,wildcucumber,LH,cns,yes2,,,,,,,2,BW126,,,,,,,,no,,yes,NA,NA,NA,NA,NA,11000,,,wildcucumber_LH_third,,0.11,-0.184424571,0
431,12.13.2019,first,Swallowdale,31,jewel,LH,cns,yes2,,,,,,,2,SW050,,,,,,,,no,,yes,NA,NA,NA,NA,NA,11000,,,jewel_LH_first,,0.11,-0.184424571,0
971,12.11.2019,first,Choiniere,16,9,LH,cns,yes2,,,,,,,2,CF031,,,,,,,,no,,yes,NA,NA,NA,NA,NA,11000,,,9_LH_first,,0.11,-0.184424571,0
1552,3.19.2020,third,Glennview,12,79,RF,cns,yes29,,,,,,,29,GV121,,,,,,,,no,,yes,NA,NA,NA,NA,NA,11000,,,79_RF_third,,0.11,-0.184424571,0
1984,3.12.2020,third,OughtaBe,33,tiktoe,RF,cns,yes2,,,,,,,2,OB163,,,,,,,,no,,yes,NA,NA,NA,NA,NA,12000,,,tiktoe_RF_third,,0.12,-0.058893689,0
2322,3.20.2020,third,Paddlebridge,27,guana362,LH,cns,yes2,,,,,,,2,PB090,,,,,,,,no,,yes,NA,NA,NA,NA,NA,12000,,,guana362_LH_third,,0.12,-0.058893689,0
116,2.4.2020,second,Butterworks,9,wildcucumber,LH,cns,yes21,,,,,,,21,BW079,,,,,,,,no,,yes,NA,NA,NA,NA,NA,13000,,,wildcucumber_LH_second,,0.13,0.056583528,0.0566
1892,3.12.2020,third,OughtaBe,6,korny,RF,cns,yes2,,,,,,,2,OB117,,,,,,,,no,,yes,NA,NA,NA,NA,NA,13000,,,korny_RF_third,,0.13,0.056583528,0.0566
1929,3.12.2020,third,OughtaBe,17,kooper,LF,cns,yes2,,,,,,,2,OB136,,,,,,,,,,yes,NA,NA,NA,NA,NA,13000,,,kooper_LF_third,,0.13,0.056583528,0.0566
2593,2.26.2020,third,BJ,15,693,LH,cns,yes1,,,,,,,1,BJ065,,,,,,,,no,,yes,NA,NA,NA,NA,NA,13000,,,693_LH_third,,0.13,0.056583528,0.0566
2733,1.6.2020,first,vonTrapp,24,hyacinth,RH,cns,yes2,,,,,,,2,VT026,,,,,,,,no,,yes,NA,NA,NA,NA,NA,13000,,,hyacinth_RH_first,,0.13,0.056583528,0.0566
247,3.3.2020,third,Butterworks,11,rhubarb,RF,cns,yes2,,,,,,,2,BW127,,,,,,,,no,,yes,NA,NA,NA,NA,NA,15000,,,rhubarb_RF_third,,0.15,0.263034406,0.263
381,12.13.2019,first,Swallowdale,14,quantum,LF,cns,yes2,,,,,,,2,SW026,,,,,,,,no,,yes,NA,NA,NA,NA,NA,15000,,,quantum_LF_first,,0.15,0.263034406,0.263
705,12.12.2019,first,StonyPond,2,zag,LF,cns,yes2,,,,,,,2,SP002,,,,,,,,no,,yes,NA,NA,NA,NA,NA,15000,,,zag_LF_first,,0.15,0.263034406,0.263
2364,12.17.2019,first,BJ,5,cb5,LF,cns,yes2,,,,,,,2,BJ005,,,,,,,,no,,yes,NA,NA,NA,NA,NA,15000,,,cb5_LF_first,,0.15,0.263034406,0.263
2646,2.26.2020,third,BJ,31,cb3,RH,cns,yes2,,,,,,,2,BJ077,,,,,,,,no,,yes,NA,NA,NA,NA,NA,15000,,,cb3_RH_third,,0.15,0.263034406,0.263
3030,12.19.2019,first,Lynd,13,kowabunga,LF,cns,yes2,,,,,,,2,LF016,,,,,,,,no,,yes,NA,NA,NA,NA,NA,15000,,,kowabunga_LF_first,,0.15,0.263034406,0.263
237,3.3.2020,third,Butterworks,9,blackberry,LH,cns,yes1,,,,,,,1,BW125,,,,,,,,no,,yes,NA,NA,NA,NA,NA,16000,,,blackberry_LH_third,,0.16,0.35614381,0.3561
444,12.13.2019,first,Swallowdale,35,maisie,RH,cns,yes1,,,,,,,1,SW053,,,,,,,,no,,yes,NA,NA,NA,NA,NA,16000,,,maisie_RH_first,,0.16,0.35614381,0.3561
1041,1.21.2020,second,Choiniere,6,54,LH,cns,yes2,,,,,,,2,CF087,,,,,,,,no,,yes,NA,NA,NA,NA,NA,18000,,,54_LH_second,,0.18,0.526068812,0.5261
2618,2.26.2020,third,BJ,23,708,RH,cns,yes1,,,,,,,1,BJ075,,,,,,,,no,,yes,NA,NA,NA,NA,NA,18000,,,708_RH_third,,0.18,0.526068812,0.5261
3143,1.30.2020,second,Lynd,11,leap,RF,cns,yes2,,,,,,,2,LF060,,,,,,,,no,,yes,NA,NA,NA,NA,NA,18000,,,leap_RF_second,,0.18,0.526068812,0.5261
14,1.2.2020,first,Butterworks,8,wildcucumber,LH,cns,yes2,,,,,,,2,BW010,,,,,,,,no,,yes,NA,NA,NA,NA,NA,19000,,,wildcucumber_LH_first,,0.19,0.604071324,0.6041
1981,3.12.2020,third,OughtaBe,33,tiktoe,LH,cns,yes2,,,,,,,2,OB160,,,,,,,,no,,yes,NA,NA,NA,NA,NA,19000,,,tiktoe_LH_third,,0.19,0.604071324,0.6041
1895,3.12.2020,third,OughtaBe,7,grape,RH,cns,yes2,,,,,,,2,OB119,,,,,,,,no,,yes,NA,NA,NA,NA,NA,20000,,,grape_RH_third,,0.2,0.678071905,0.6781
1921,3.12.2020,third,OughtaBe,14,peonie,RF,cns,yes2,,,,,,,2,OB132,,,,,,,,no,,yes,NA,NA,NA,NA,NA,20000,,,peonie_RF_third,,0.2,0.678071905,0.6781
1982,3.12.2020,third,OughtaBe,33,tiktoe,LF,cns,yes2,,,,,,,2,OB161,,,,,,,,no,,yes,NA,NA,NA,NA,NA,20000,,,tiktoe_LF_third,,0.2,0.678071905,0.6781
3027,12.19.2019,first,Lynd,12,lilac,RH,cns,yes2,,,,,,,2,LF015,,,,,,,,no,,yes,NA,NA,NA,NA,NA,20000,,,lilac_RH_first,,0.2,0.678071905,0.6781
3206,1.30.2020,second,Lynd,28,lilac,RH,cns,yes2,,,,,,,2,LF079,,,,,,,,no,,yes,NA,NA,NA,NA,NA,21000,,,lilac_RH_second,,0.21,0.748461233,0.7485
1394,1.14.2020,first,Glennview,33,79,RF,cns,yes1,,,,,,,1,GV046,,,,,,,,,,yes,NA,NA,NA,NA,NA,22000,,,79_RF_first,,0.22,0.815575429,0.8156
1397,1.14.2020,first,Glennview,35,205,RH,cns,yes2,,,,,,,2,GV048,,,,,,,,no,,yes,NA,NA,NA,NA,NA,22000,,,205_RH_first,,0.22,0.815575429,0.8156
1978,3.12.2020,third,OughtaBe,32,penny,LF,cns,yes1,,,,,,,1,OB159,,,,,,,,no,,yes,NA,NA,NA,NA,NA,22000,,,penny_LF_third,,0.22,0.815575429,0.8156
2483,1.29.2020,second,BJ,11,739,LH,cns,yes2,,,,,,,2,BJ040,,,,,,,,no,,yes,NA,NA,NA,NA,NA,23000,,,739_LH_second,,0.23,0.879705766,0.8797
429,12.13.2019,first,Swallowdale,30,cassia,RH,cns,yes2,,,,,,,2,SW049,,,,,,,,no,,yes,NA,NA,NA,NA,NA,24000,,,cassia_RH_first,,0.24,0.941106311,0.9411
464,1.22.2020,second,Swallowdale,7,paige,LH,cns,yes2,,,,,,,2,SW063,,,,,,,,no,,yes,NA,NA,NA,NA,NA,24000,,,paige_LH_second,,0.24,0.941106311,0.9411
2093,1.17.2020,first,Paddlebridge,33,annabeth2,LH,cns,yes2,,,,,,,2,PB028,,,,,,,,no,,yes,NA,NA,NA,NA,NA,24000,,,annabeth2_LH_first,,0.24,0.941106311,0.9411
2889,3.10.2020,third,vonTrapp,3,leopard,LF,cns,yes2,,,,,,,2,VT066,,,,,,,,no,,yes,NA,NA,NA,NA,NA,24000,,,leopard_LF_third,,0.24,0.941106311,0.9411
2952,3.10.2020,third,vonTrapp,23,patchouli,RF,cns,yes2,,,,,,,2,VT101,,,,,,,,no,,yes,NA,NA,NA,NA,NA,24000,,,patchouli_RF_third,,0.24,0.941106311,0.9411
2901,3.10.2020,third,vonTrapp,7,matilda,RF,cns,yes2,,,,,,,2,VT074,,,,,,,,no,,yes,NA,NA,NA,NA,NA,25000,,,matilda_RF_third,,0.25,1,1
2932,3.10.2020,third,vonTrapp,17,tilly,LH,cns,yes2,,,,,,,2,VT083,,,,,,,,no,,yes,NA,NA,NA,NA,NA,25000,,,tilly_LH_third,,0.25,1,1
2177,2.21.2020,second,Paddlebridge,22,marney382,LH,cns,yes2,,,,,,,2,PB041,,,,,,,,no,,yes,NA,NA,NA,NA,NA,26000,,,marney382_LH_second,,0.26,1.056583528,1.0566
2309,3.20.2020,third,Paddlebridge,23,vida6,LF,cns,yes2,,,,,,,2,PB082,,,,,,,,no,,yes,NA,NA,NA,NA,NA,26000,,,vida6_LF_third,,0.26,1.056583528,1.0566
2989,3.10.2020,third,vonTrapp,35,lucha,LF,cns,yes2,,,,,,,2,VT099,,,,,,,,no,,yes,NA,NA,NA,NA,NA,26000,,,lucha_LF_third,,0.26,1.056583528,1.0566
3124,1.30.2020,second,Lynd,6,life,LF,cns,yes2,,,,,,,2,LF054,,,,,,,,no,,yes,NA,NA,NA,NA,NA,27000,,,life_LF_second,,0.27,1.111031312,1.111
1874,3.12.2020,third,OughtaBe,1,rabbit,RF,cns,yes2,,,,,,,2,OB110,,,,,,,,no,,yes,NA,NA,NA,NA,NA,28000,,,rabbit_RF_third,,0.28,1.163498732,1.1635
1890,3.12.2020,third,OughtaBe,6,korny,LF,cns,yes2,,,,,,,2,OB115,,,,,,,,no,,yes,NA,NA,NA,NA,NA,28000,,,korny_LF_third,,0.28,1.163498732,1.1635
1894,3.12.2020,third,OughtaBe,7,grape,LF,cns,yes2,,,,,,,2,OB118,,,,,,,,no,,yes,NA,NA,NA,NA,NA,28000,,,grape_LF_third,,0.28,1.163498732,1.1635
2281,3.20.2020,third,Paddlebridge,15,farrent31,RH,cns,yes2,,,,,,,2,PB072,,,,,,,,no,,yes,NA,NA,NA,NA,NA,28000,,,farrent31_RH_third,,0.28,1.163498732,1.1635
1926,3.12.2020,third,OughtaBe,16,kandykorn,LF,cns,yes2,,,,,,,2,OB134,,,,,,,,no,,yes,NA,NA,NA,NA,NA,29000,,,kandykorn_LF_third,,0.29,1.214124805,1.2141
2560,2.26.2020,third,BJ,5,cb5,LF,cns,yes2,,,,,,,2,BJ055,,,,,,,,no,,yes,NA,NA,NA,NA,NA,29000,,,cb5_LF_third,,0.29,1.214124805,1.2141
2706,1.6.2020,first,vonTrapp,15,ursala,LH,cns,yes2,,,,,,,2,VT016,,,,,,,,no,,yes,NA,NA,NA,NA,NA,29000,,,ursala_LH_first,,0.29,1.214124805,1.2141
2727,1.6.2020,first,vonTrapp,22,irene,LF,cns,yes2,,,,,,,2,VT022,,,,,,,,no,,yes,NA,NA,NA,NA,NA,29000,,,irene_LF_first,,0.29,1.214124805,1.2141
2891,3.10.2020,third,vonTrapp,3,leopard,RF,cns,yes2,,,,,,,2,VT067,,,,,,,,no,,yes,NA,NA,NA,NA,NA,29000,,,leopard_RF_third,,0.29,1.214124805,1.2141
1554,3.19.2020,third,Glennview,13,93,LF,cns,yes29,,,,,,,29,GV124,,,,,,,,no,,yes,NA,NA,NA,NA,NA,30000,,,93_LF_third,,0.3,1.263034406,1.263
662,2.28.2020,third,Swallowdale,25,jewel,LH,cns,yes1,,,,,,,1,SW122,,,,,,,,no,,yes,NA,NA,NA,NA,NA,33000,,,jewel_LH_third,,0.33,1.40053793,1.4005
1855,2.14.2020,second,OughtaBe,33,tiktoe,LF,cns,yes2,,,,,,,2,OB098,,,,,,,,no,,yes,NA,NA,NA,NA,NA,33000,,,tiktoe_LF_second,,0.33,1.40053793,1.4005
3081,12.19.2019,first,Lynd,30,khakibeige,LF,cns,yes2,,,,,,,2,LF036,,,,,,,,no,,yes,NA,NA,NA,NA,NA,33000,,,khakibeige_LF_first,,0.33,1.40053793,1.4005
1114,1.21.2020,second,Choiniere,34,56,LF,cns,yes2,,,,,,,2,CF131,,,,,,,,no,,yes,NA,NA,NA,NA,NA,34000,,,56_LF_second,,0.34,1.443606651,1.4436
1697,1.3.2020,first,OughtaBe,23,spice,LH,cns,yes2,,,,,,,2,OB031,,,,,,,,no,,yes,NA,NA,NA,NA,NA,34000,,,spice_LH_first,,0.34,1.443606651,1.4436
2469,1.29.2020,second,BJ,6,cb5,LF,cns,yes2,,,,,,,2,BJ031,,,,,,,,no,,yes,NA,NA,NA,NA,NA,35000,,,cb5_LF_second,,0.35,1.485426827,1.4854
2730,1.6.2020,first,vonTrapp,23,lilac,RH,cns,yes2,,,,,,,2,VT025,,,,,,,,no,,yes,NA,NA,NA,NA,NA,35000,,,lilac_RH_first,,0.35,1.485426827,1.4854
363,12.13.2019,first,Swallowdale,8,cambric,LH,cns,yes2,,,,,,,2,SW010,,,,,,,,no,,yes,NA,NA,NA,NA,NA,36000,,,cambric_LH_first,,0.36,1.526068812,1.5261
2045,1.17.2020,first,Paddlebridge,19,farrent31,RH,cns,yes2,,,,,,,2,PB014,,,,,,,,no,,yes,NA,NA,NA,NA,NA,36000,,,farrent31_RH_first,,0.36,1.526068812,1.5261
2373,12.17.2019,first,BJ,8,739,LH,cns,yes2,,,,,,,2,BJ009,,,,,,,,no,,yes,NA,NA,NA,NA,NA,36000,,,739_LH_first,,0.36,1.526068812,1.5261
3020,12.19.2019,first,Lynd,10,licorice,LH,cns,yes2,,,,,,,2,LF011,,,,,,,,no,,yes,NA,NA,NA,NA,NA,36000,,,licorice_LH_first,,0.36,1.526068812,1.5261
1212,2.17.2020,third,Choiniere,34,52,RH,cns,yes2,,,,,,,2,CF180,,,,,,,,no,,yes,NA,NA,NA,NA,NA,37000,,,52_RH_third,,0.37,1.565597176,1.5656
2997,12.19.2019,first,Lynd,3,life,LF,cns,yes2,,,,,,,2,LF003,,,,,,,,no,,yes,NA,NA,NA,NA,NA,37000,,,life_LF_first,,0.37,1.565597176,1.5656
3279,3.5.2020,third,Lynd,17,lilac,RH,cns,yes2,,,,,,,2,LF111,,,,,,,,no,,yes,NA,NA,NA,NA,NA,38000,,,lilac_RH_third,,0.38,1.604071324,1.6041
1298,3.16.2020,fourth,Choiniere,32,69,RH,cns,yes2,,,,,,,2,CF235,,,,,,,,no,,yes,NA,NA,NA,NA,NA,39000,,,69_RH_fourth,,0.39,1.641546029,1.6415
102,2.4.2020,second,Butterworks,5,pomme,LF,cns,yes1,,,,,,,1,BW074,,,,,,,,no,,yes,NA,NA,NA,NA,NA,40000,,,pomme_LF_second,,0.4,1.678071905,1.6781
1012,12.11.2019,first,Choiniere,30,869,RH,cns,yes2,,,,,,,2,CF056,,,,,,,,no,,yes,NA,NA,NA,NA,NA,40000,,,69_RH_first,,0.4,1.678071905,1.6781
1500,2.19.2020,second,Glennview,32,199,LH,cns,yes2,,,,,,,2,GV091,,,,,,,,no,,yes,NA,NA,NA,NA,NA,40000,,,199_LH_second,,0.4,1.678071905,1.6781
1918,3.12.2020,third,OughtaBe,13,racer,RF,cns,yes2,,,,,,,2,OB130,,,,,,,,no,,yes,NA,NA,NA,NA,NA,40000,,,racer_RF_third,,0.4,1.678071905,1.6781
3025,12.19.2019,first,Lynd,11,jitterbug,RH,cns,yes2,,,,,,,2,LF014,,,,,,,,no,,yes,NA,NA,NA,NA,NA,40000,,,jitterbug_RH_first,,0.4,1.678071905,1.6781
1160,2.17.2020,third,Choiniere,14,12,RF,cns,yes2,,,,,,,2,CF153,,,,,,,,no,,yes,NA,NA,NA,NA,NA,42000,,,12_RF_third,,0.42,1.748461233,1.7485
2510,1.29.2020,second,BJ,19,733,LF,cns,yes2,,,,,,,2,BJ044,,,,,,,,no,,yes,NA,NA,NA,NA,NA,42000,,,733_LF_second,,0.42,1.748461233,1.7485
2682,1.6.2020,first,vonTrapp,7,matilda,RF,cns,yes2,,,,,,,2,VT008,,,,,,,,no,,yes,NA,NA,NA,NA,NA,42000,,,matilda_RF_first,,0.42,1.748461233,1.7485
2803,2.12.2020,second,vonTrapp,13,clara,RF,cns,yes2,,,,,,,2,VT045,,,,,,,,no,,yes,NA,NA,NA,NA,NA,42000,,,clara_RF_second,,0.42,1.748461233,1.7485
39,1.2.2020,first,Butterworks,19,manzana,RF,cns,yes2,,,,,,,2,BW032,,,,,,,,no,,yes,NA,NA,NA,NA,NA,43000,,,manzana_RF_first,,0.43,1.782408565,1.7824
266,3.3.2020,third,Butterworks,16,hawthorn,RH,cns,yes1,,,,,,,1,BW133,,,,,,,,no,,yes,NA,NA,NA,NA,NA,43000,,,hawthorn_RH_third,,0.43,1.782408565,1.7824
1676,1.3.2020,first,OughtaBe,16,kandykorn,LF,cns,yes1,,,,,,,1,OB022,,,,,,,,no,,yes,NA,NA,NA,NA,NA,43000,,,kandykorn_LF_first,,0.43,1.782408565,1.7824
1783,2.14.2020,second,OughtaBe,11,korny,RH,cns,yes2,,,,,,,2,OB067,,,,,,,,no,,yes,NA,NA,NA,NA,NA,43000,,,korny_RH_second,,0.43,1.782408565,1.7824
1928,3.12.2020,third,OughtaBe,17,kooper,LH,cns,yes2,,,,,,,2,OB135,,,,,,,,,,yes,NA,NA,NA,NA,NA,43000,,,kooper_LH_third,,0.43,1.782408565,1.7824
254,3.3.2020,third,Butterworks,13,nebula,RH,cns,yes2,,,,,,,2,BW132,,,,,,,,no,,yes,NA,NA,NA,NA,NA,44000,,,nebula_RH_third,,0.44,1.815575429,1.8156
461,1.22.2020,second,Swallowdale,6,goldie,LF,cns,yes2,,,,,,,2,SW060,,,,,,,,no,,yes,NA,NA,NA,NA,NA,45000,,,goldie_LF_second,,0.45,1.847996907,1.848
1270,3.16.2020,fourth,Choiniere,19,52,RH,cns,yes2,,,,,,,2,CF219,,,,,,,,no,,yes,NA,NA,NA,NA,NA,45000,,,52_RH_fourth,,0.45,1.847996907,1.848
1257,3.16.2020,fourth,Choiniere,15,41,LF,cns,yes2,,,,,,,2,CF212,,,,,,,,no,,yes,NA,NA,NA,NA,NA,46000,,,41_LF_fourth,,0.46,1.879705766,1.8797
1421,2.19.2020,second,Glennview,8,133,LH,cns,yes2,,,,,,,2,GV059,,,,,,,,no,,yes,NA,NA,NA,NA,NA,46000,,,133_LH_second,,0.46,1.879705766,1.8797
1522,3.19.2020,third,Glennview,2,199,LH,cns,yes2,,,,,,,2,GV101,,,,,,,,no,,yes,NA,NA,NA,NA,NA,46000,,,199_LH_third,,0.46,1.879705766,1.8797
2130,2.21.2020,second,Paddlebridge,9,farrent31,LH,cns,yes2,,,,,,,2,PB030,,,,,,,,no,,yes,NA,NA,NA,NA,NA,46000,,,farrent31_LH_second,,0.46,1.879705766,1.8797
2144,2.21.2020,second,Paddlebridge,12,fitzi31,RF,cns,yes2,,,,,,,2,PB033,,,,,,,,no,,yes,NA,NA,NA,NA,NA,46000,,,fitzi31_RF_second,,0.46,1.879705766,1.8797
2230,3.20.2020,third,Paddlebridge,1,germ1140,RH,cns,yes2,,,,,,,2,PB062,,,,,,,,no,,yes,NA,NA,NA,NA,NA,46000,,,germ1140_RH_third,,0.46,1.879705766,1.8797
2226,2.21.2020,second,Paddlebridge,35,farrah363,LF,cns,yes2,,,,,,,2,PB060,,,,,,,,no,,yes,NA,NA,NA,NA,NA,47000,,,farrah363_LF_second,,0.47,1.910732662,1.9107
3091,12.19.2019,first,Lynd,33,willy,RF,cns,yes2,,,,,,,2,LF038,,,,,,,,no,,yes,NA,NA,NA,NA,NA,47000,,,willy_RF_first,,0.47,1.910732662,1.9107
2943,3.10.2020,third,vonTrapp,21,ursala,LH,cns,yes2,,,,,,,2,VT089,,,,,,,,no,,yes,NA,NA,NA,NA,NA,48000,,,ursala_LH_third,,0.48,1.941106311,1.9411
3104,12.19.2019,first,Lynd,37,laugh,RF,cns,yes2,,,,,,,2,LF043,,,,,,,,no,,yes,NA,NA,NA,NA,NA,48000,,,laugh_RF_first,,0.48,1.941106311,1.9411
3221,1.30.2020,second,Lynd,35,khakibeige,LF,cns,yes1,,,,,,,1,LF087,,,,,,,,no,,yes,NA,NA,NA,NA,NA,48000,,,khakibeige_LF_second,,0.48,1.941106311,1.9411
282,3.3.2020,third,Butterworks,20,manzana,RF,cns,yes2,,,,,,,2,BW140,,,,,,,,no,,yes,NA,NA,NA,NA,NA,49000,,,manzana_RF_third,,0.49,1.970853654,1.9709
883,1.10.2020,second,StonyPond,19,robin,RH,cns,yes1,,,,,,,1,SP052,,,,,,,,no,,yes,NA,NA,NA,NA,NA,50000,,,robin_RH_second,,0.5,2,2
1924,3.12.2020,third,OughtaBe,15,butterfly,RF,cns,yes2,,,,,,,2,OB133,,,,,,,,no,,yes,NA,NA,NA,NA,NA,50000,,,butterfly_RF_third,,0.5,2,2
2132,2.21.2020,second,Paddlebridge,9,farrent31,RH,cns,yes2,,,,,,,2,PB031,,,,,,,,no,,yes,NA,NA,NA,NA,NA,50000,,,farrent31_RH_second,,0.5,2,2
2785,2.12.2020,second,vonTrapp,8,esme,LF,cns,yes2,,,,,,,2,VT043,,,,,,,,no,,yes,NA,NA,NA,NA,NA,50000,,,esme_LF_second,,0.5,2,2
2821,2.12.2020,second,vonTrapp,20,irene,LF,cns,yes2,,,,,,,2,VT050,,,,,,,,no,,yes,NA,NA,NA,NA,NA,50000,,,irene_LF_second,,0.5,2,2
162,2.4.2020,second,Butterworks,20,manzana,RH,cns,yes2,,,,,,,2,BW091,,,,,,,,no,,yes,NA,NA,NA,NA,NA,51000,,,manzana_RH_second,,0.51,2.028569152,2.0286
427,12.13.2019,first,Swallowdale,30,cassia,LH,cns,yes2,,,,,,,2,SW048,,,,,,,,no,,yes,NA,NA,NA,NA,NA,51000,,,cassia_LH_first,,0.51,2.028569152,2.0286
3074,12.19.2019,first,Lynd,27,krone,RF,cns,yes2,,,,,,,2,LF034,,,,,,,,no,,yes,NA,NA,NA,NA,NA,51000,,,krone_RF_first,,0.51,2.028569152,2.0286
497,1.22.2020,second,Swallowdale,15,quantum,LF,cns,yes2,,,,,,,2,SW074,,,,,,,,no,,yes,NA,NA,NA,NA,NA,52000,,,quantum_LF_second,,0.52,2.056583528,2.0566
3072,12.19.2019,first,Lynd,27,krone,LF,cns,yes2,,,,,,,2,LF032,,,,,,,,no,,yes,NA,NA,NA,NA,NA,52000,,,krone_LF_first,,0.52,2.056583528,2.0566
2813,2.12.2020,second,vonTrapp,16,tallula,RF,cns,yes2,,,,,,,2,VT049,,,,,,,,no,,yes,NA,NA,NA,NA,NA,53000,,,tallula_RF_second,,0.53,2.084064265,2.0841
1288,3.16.2020,fourth,Choiniere,26,65,RF,cns,yes2,,,,,,,2,CF227,,,,,,,,no,,yes,NA,NA,NA,NA,NA,54000,,,65_RF_fourth,,0.54,2.111031312,2.111
3322,3.5.2020,third,Lynd,31,khakibeige,LF,cns,yes2,,,,,,,2,LF123,,,,,,,,no,,yes,NA,NA,NA,NA,NA,54000,,,khakibeige_LF_third,,0.54,2.111031312,2.111
32,1.2.2020,first,Butterworks,17,nazareth,LF,cns,yes2,,,,,,,2,BW022,,,,,,,,no,,yes,NA,NA,NA,NA,NA,55000,,,nazareth_LF_first,,0.55,2.137503524,2.1375
3032,12.19.2019,first,Lynd,13,kowabunga,RF,cns,yes2,,,,,,,2,LF017,,,,,,,,no,,yes,NA,NA,NA,NA,NA,55000,,,kowabunga_RF_first,,0.55,2.137503524,2.1375
1275,3.16.2020,fourth,Choiniere,21,32,LF,cns,yes2,,,,,,,2,CF221,,,,,,,,no,,yes,NA,NA,NA,NA,NA,56000,,,32_LF_fourth,,0.56,2.163498732,2.1635
2026,1.17.2020,first,Paddlebridge,12,fitzi31,RF,cns,yes2,,,,,,,2,PB005,,,,,,,,no,,yes,NA,NA,NA,NA,NA,56000,,,fitzi31_RF_first,,0.56,2.163498732,2.1635
3077,12.19.2019,first,Lynd,29,lop,LH,cns,yes2,,,,,,,2,LF035,,,,,,,,no,,yes,NA,NA,NA,NA,NA,56000,,,lop_LH_first,,0.56,2.163498732,2.1635
415,12.13.2019,first,Swallowdale,26,amber,LH,cns,yes2,,,,,,,2,SW041,,,,,,,,no,,yes,NA,NA,NA,NA,NA,57000,,,amber_LH_first,,0.57,2.189033824,2.189
1102,1.21.2020,second,Choiniere,29,41,LF,cns,yes2,,,,,,,2,CF122,,,,,,,,no,,yes,NA,NA,NA,NA,NA,57000,,,41_LF_second,,0.57,2.189033824,2.189
284,3.3.2020,third,Butterworks,21,avocado,LF,cns,yes2,,,,,,,2,BW141,,,,,,,,no,,yes,NA,NA,NA,NA,NA,58000,,,avocado_LF_third,,0.58,2.214124805,2.2141
740,12.12.2019,first,StonyPond,12,ashley,LH,cns,yes2,,,,,,,2,SP014,,,,,,,,no,,yes,NA,NA,NA,NA,NA,58000,,,ashley_LH_first,,0.58,2.214124805,2.2141
1598,3.19.2020,third,Glennview,27,205,RH,cns,yes2,,,,,,,2,GV147,,,,,,,,no,,yes,NA,NA,NA,NA,NA,58000,,,205_RH_third,,0.58,2.214124805,2.2141
2285,3.20.2020,third,Paddlebridge,16,fitzi31,RF,cns,yes2,,,,,,,2,PB074,,,,,,,,no,,yes,NA,NA,NA,NA,NA,58000,,,fitzi31_RF_third,,0.58,2.214124805,2.2141
2850,2.12.2020,second,vonTrapp,28,lucha,LF,cns,yes2,,,,,,,2,VT058,,,,,,,,no,,yes,NA,NA,NA,NA,NA,58000,,,lucha_LF_second,,0.58,2.214124805,2.2141
340,12.13.2019,first,Swallowdale,1,pledge,RH,cns,yes2,,,,,,,2,SW003,,,,,,,,no,,yes,NA,NA,NA,NA,NA,59000,,,pledge_RH_first,,0.59,2.23878686,2.2388
692,2.28.2020,third,Swallowdale,33,goldie,LF,cns,yes2,,,,,,,2,SW129,,,,,,,,no,,yes,NA,NA,NA,NA,NA,59000,,,goldie_LF_third,,0.59,2.23878686,2.2388
2559,2.26.2020,third,BJ,5,cb5,LH,cns,yes2,,,,,,,2,BJ054,,,,,,,,no,,yes,NA,NA,NA,NA,NA,59000,,,cb5_LH_third,,0.59,2.23878686,2.2388
2825,2.12.2020,second,vonTrapp,21,flavia,LF,cns,yes2,,,,,,,2,VT051,,,,,,,,no,,yes,NA,NA,NA,NA,NA,59000,,,flavia_LF_second,,0.59,2.23878686,2.2388
222,3.3.2020,third,Butterworks,4,pomme,RH,cns,yes2,,,,,,,2,BW121,,,,,,,,no,,yes,NA,NA,NA,NA,NA,60000,,,pomme_RH_third,,0.6,2.263034406,2.263
440,12.13.2019,first,Swallowdale,34,mabel,LF,cns,yes2,,,,,,,2,SW052,,,,,,,,no,,yes,NA,NA,NA,NA,NA,60000,,,mabel_LF_first,,0.6,2.263034406,2.263
850,1.10.2020,second,StonyPond,9,lish,RH,cns,yes2,,,,,,,2,SP043,,,,,,,,no,,yes,NA,NA,NA,NA,NA,60000,,,lish_RH_second,,0.6,2.263034406,2.263
